House Code,House Heads Code,House Description,Declaration Number,Date Processed,Items Number,Number of Packages,Goods Description 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,12007318864,11/2/2007 08:55AM,1,42,FRESH CUT FLOWERS,4083.12,0.00,NL
,,,12007329298,11/12/2007 11:33AM,1,42,CUT FLOWERS,4097.67,0.00,NL
,,,12007329307,11/12/2007 11:34AM,1,42,CUT FLOWERS,4097.67,0.00,NL
,,,12007331910,11/14/2007 08:57AM,1,42,FRESH CUT FLOWERS,4106.23,0.00,NL
,,,12007335696,11/16/2007 01:26PM,1,42,FRESH CUT FLOWERS,4106.23,0.00,NL
,,,12007340386,11/21/2007 10:37AM,1,42,FRESH CUT FLOWERS,4123.78,0.00,NL
,,,12007345332,11/26/2007 08:17AM,1,42,FRESH CUT FLOWERS,4123.78,0.00,NL
,,,12007346589,11/27/2007 08:45AM,1,42,FRESH CUT FLOWERS,4141.33,0.00,NL
,,,12007354301,12/3/2007 08:56AM,1,42,FRESH CUT FLOWERS,4141.33,0.00,NL
,,,12007356067,12/4/2007 11:09AM,1,42,FRESH CUT FLOWERS,4146.46,0.00,NL
,,,12007358050,12/5/2007 10:53AM,1,42,CUT FLOWERS,4146.46,0.00,NL
,,,12007360354,12/6/2007 01:10PM,1,42,FRESH CUT FLOWERS,4146.46,0.00,NL
,,,12007367630,12/12/2007 09:23AM,1,42,FRESH CUT FLOWERS,4153.31,0.00,NL
,,,12007367634,12/12/2007 09:23AM,1,42,FRESH CUT FLOWERS,4153.31,0.00,NL
,,,12007377302,12/18/2007 11:08AM,1,42,FRESH CUT FLOWERS,4154.17,0.00,NL
,,,12007377314,12/18/2007 11:08AM,1,42,FRESH CUT FLOWERS,4154.17,0.00,NL
,,,12007377315,12/18/2007 11:08AM,1,42,FRESH CUT FLOWERS,4154.17,0.00,NL
,,,12007388196,12/27/2007 12:20PM,1,36,FRESH CUT FLOWERS,3532.26,0.00,NL
0708200000,0708200000,"Beans, fresh or chilled",12007270391,9/26/2007 06:14PM,2,10,10 BAGS BEANS,199.91,0.00,GB
0709200000,0709200000,"Asparagus, fresh or chilled",12007063850,3/8/2007 09:03AM,3,1,1 SACK EGUSI,18.58,0.00,JP
0709909000,0709909000,"Vegetables, fresh or chilled - other, nes",12007118091,4/26/2007 04:03PM,1,200,GARDEN EGGS,559.75,0.00,GB
,,,12007274316,9/24/2007 01:17PM,1,53,FRESH VEGETABLES,471.15,0.00,GB
0712900000,0712900000,"Dried vegetables, nes",12007318341,11/19/2007 01:52PM,4,10,10 BAGS KONTOMIRE,4.80,0.00,CA
,,,12007343643,11/23/2007 11:36AM,2,50,50 BOXES DAWADAWA,144.53,0.00,SA
,,,,,3,40,40 BOXES DRIED OKRO,144.53,0.00,
0713310000,0713310000,"Dried beans, shelled",12007079960,3/21/2007 11:40AM,4,43,43 MINI SACKS BEANS,71.55,0.00,IE
,,,12007092708,4/2/2007 10:09AM,2,10,10 SACKS X 40KGSDRIED BEANS,188.20,0.00,CI
0713390000,0713390000,"Dried beans, shelled, nes",12007231705,8/16/2007 01:50PM,3,4,4 SACKS X 60KGS COWPEAS,80.00,0.00,CI
,,,12007283132,10/1/2007 03:36PM,11,5,5 BAGS BEANS,53.31,0.00,NL
0714901000,0714901000,Yams,12006368197,1/10/2007 12:14PM,1,500,500 CTNS OF FRESH YAM,8127.25,0.00,GB
,,,12007001631,1/4/2007 12:13PM,1,1000,1X40'CONTAINER STC 1000 CTNSFRESH YAMS,14613.67,0.00,GB
,,,12007001702,1/4/2007 12:43PM,1,200,200 CARTONS FRESH YAMS,3443.60,0.00,BE
,,,12007001708,1/4/2007 12:43PM,1,1000,1X40'CONTR.STC 1000 CTNSFRESH YAMS,14613.67,0.00,GB
,,,12007002032,1/4/2007 02:02PM,1,880,880 CARTONS FRESH YAMS,16805.72,0.00,NL
,,,12007002076,1/4/2007 02:23PM,1,1800,1800 CARTONS FRESH YAMS,46033.07,0.00,GB
,,,12007002131,1/4/2007 02:36PM,1,1000,1000 CTNS OF FRESH YAMS,16671.28,0.00,US
,,,12007002148,1/4/2007 02:47PM,1,800,800 CARTONS FRESH YAMS,13774.41,0.00,NL
,,,12007002193,1/4/2007 03:00PM,1,880,880 CARTONS FRESH YAMS,16075.04,0.00,GB
,,,12007002725,1/5/2007 08:11AM,1,1760,1760 CARTONS FRESH YAMS,29341.45,0.00,NL
,,,12007003687,1/5/2007 02:34PM,1,1000,YAMS,12966.55,0.00,US
,,,12007003822,1/5/2007 03:28PM,1,9200,FRESH YAMS 920 CTNS,16805.72,0.00,GB
,,,12007004439,1/6/2007 01:37PM,1,1600,FRESH YAMS,23244.32,0.00,GB
,,,12007004866,1/8/2007 09:41AM,1,1000,1000 CTN OF FRESH YAMS,18267.09,0.00,GB
,,,12007005655,1/8/2007 03:59PM,1,310,FRESH  GHANAYAMS,4306.75,0.00,US
,,,12007005863,1/9/2007 09:57AM,1,1600,1600 CARTONS FRESH YAMS,26674.04,0.00,NL
,,,12007006033,1/9/2007 10:41AM,1,1600,1600 CARTONS FRESH YAMS,23135.46,0.00,NL
,,,12007008319,1/10/2007 02:18PM,1,1600,1600 CTNS OF FRESH YAMS,37602.35,0.00,GB
,,,12007010634,1/12/2007 10:54AM,1,1800,1800 CTN OF FRESH YAMS,32230.58,0.00,GB
,,,12007010855,1/12/2007 12:09PM,1,560,560 CARTONS FRESH YAM,8952.94,0.00,GB
,,,12007011553,1/12/2007 05:32PM,1,1600,1600 CARTONS FRESH YAM,23135.46,0.00,NL
,,,12007013036,1/15/2007 03:29PM,1,3000,3000 CTNS OF FRESH YAMS,53717.64,0.00,GB
,,,12007014113,1/16/2007 01:32PM,1,900,900 CTN OF FRESH YAMS,14999.73,0.00,US
,,,12007014130,1/16/2007 01:47PM,1,1000,1000 CTNS FRESH YAMS,13333.09,0.00,US
,,,12007015040,1/24/2007 03:08PM,1,1000,1 X 40 CONTR STC 1000 CTNSFRESH YAMS,7407.27,0.00,GB
,,,12007016941,1/18/2007 12:19PM,1,1000,1 X 40 CONTR STC 1000 CTNSFRESH YAMS,16666.36,0.00,US
,,,12007017144,2/5/2007 04:52PM,1,280,280 BOXES OF FRESH YAMS,3505.09,0.00,GB
,,,12007018553,1/19/2007 01:21PM,1,1000,FRESH YAMS (1000 BOXES),8312.66,0.00,NL
,,,12007019286,1/20/2007 09:40AM,1,50,50 CARTONS FRESH YAMS,833.32,0.00,ZA
,,,12007020624,1/22/2007 03:18PM,1,900,900 CARTONS FRESH YAMS,22905.92,0.00,NL
,,,12007020626,1/22/2007 03:18PM,1,1000,1000 CARTONS FRESH YAMS,9259.09,0.00,US
,,,12007021664,1/23/2007 01:29PM,1,2000,2000 CTN OF FRESH YAMS,36575.26,0.00,GB
,,,12007022632,1/24/2007 09:29AM,1,1000,1 X 40 CONTR STC 1000 CTNSFRESH YAMS,14630.10,0.00,GB
,,,12007023339,1/24/2007 01:28PM,1,500,500 CTNS. FRESHYAMS,8138.00,0.00,GB
,,,12007024093,1/25/2007 08:33AM,1,1000,1000 CTNS OF FRESH YAMS,16666.36,0.00,US
,,,12007025127,1/25/2007 03:55PM,1,1000,1000 CARTONS FRESH YAMS,15613.00,0.00,NL
,,,12007025128,1/25/2007 03:55PM,1,1760,1760 CARTONS FRESH YAMS,27478.88,0.00,NL
,,,12007025129,1/25/2007 03:55PM,1,1000,1000 CARTONS FRESH YAMS,25602.68,0.00,GB
,,,12007025130,1/25/2007 03:55PM,1,1760,1760 CARTONS FRESH YAMS,41695.80,0.00,GB
,,,12007025761,1/26/2007 11:32AM,1,550,14 PLTS STC 550 CARTONS FRESH YAMS,12289.29,0.00,GB
,,,12007025844,1/26/2007 12:07PM,1,900,1 X 40FT CONT. STC 900 CTNSFRESH YAMS,14999.73,0.00,US
,,,12007025953,1/26/2007 01:05PM,1,1030,FRESH YAMS,13351.61,0.00,US
,,,12007025954,1/26/2007 01:05PM,1,3000,3000 CTNS OF FRESH YAMS,54862.89,0.00,GB
,,,12007028337,1/30/2007 10:16AM,1,960,FRESH YAMS 960 CTNS,13955.92,0.00,GB
,,,12007029001,1/30/2007 01:38PM,1,2000,2000 CTNS OF FRESH YAMS,36343.54,0.00,GB
,,,12007029245,1/31/2007 01:28PM,1,50,50 CTNS. CTG. FRESH YAMS,394.09,0.00,GB
,,,12007030044,1/31/2007 11:17AM,1,1000,1 X 40 CONTR STC 1000CTNSFRESH YAMS,16690.91,0.00,US
,,,12007030183,1/31/2007 12:07PM,1,230,230 CARTONS FRESH YAM,3037.75,0.00,ZA
,,,12007030464,1/31/2007 01:44PM,1,1000,1000 CTNS OF FRESH YAMS,18171.77,0.00,GB
,,,12007030501,1/31/2007 02:03PM,1,520,520 CTNS OF FRESH YAMS,8504.39,0.00,GB
,,,12007030502,2/1/2007 09:25AM,1,400,400 CTNS OF FRESH YAMS,4673.46,0.00,NL
,,,12007030562,1/31/2007 02:24PM,1,2000,2000 CARTONS FRESH YAMS,33381.83,0.00,NL
,,,12007030590,1/31/2007 02:36PM,1,1600,1600 CARTONS FRESH YAMS,26705.46,0.00,NL
,,,12007030624,1/31/2007 02:52PM,1,1120,1120 CARTONS FRESH YAMS,18693.82,0.00,GB
,,,12007030640,1/31/2007 02:59PM,1,1000,1 X 40 CONTR STC 1000CTNSFRESH YAMS,14537.42,0.00,GB
,,,12007030647,1/31/2007 02:59PM,1,1000,1 X 40 CONTR STC 1000 CTNSFRESH YAMS,14537.42,0.00,GB
,,,12007031263,2/1/2007 09:16AM,1,550,550 CARTONS FRESH YAM,9224.85,0.00,NL
,,,12007031685,2/1/2007 11:44AM,1,1600,"1,600 CTNS OF FRESH YAMS",38160.72,0.00,GB
,,,12007031686,2/1/2007 11:44AM,1,1600,"1,600 CTNS OF FRESH YAMS",38160.72,0.00,GB
,,,12007032128,2/1/2007 02:39PM,1,1600,1600 CARTONS FRESH YAM,1916.85,0.00,NL
,,,12007032807,2/2/2007 10:20AM,1,450,FRESH YAMS IN CARTONS,7547.61,0.00,BE
,,,12007036333,2/6/2007 01:48PM,1,3400,3400 CARTONS FRESH YAM,73497.65,0.00,NL
,,,12007036642,2/6/2007 03:48PM,1,520,520 CARTONS FRESH YAMS,9108.55,0.00,GB
,,,12007037378,2/7/2007 11:35AM,1,1000,1000 CTNS OF FRESH YAMS,13116.30,0.00,GB
,,,12007037379,2/7/2007 11:35AM,1,1000,1000 CTNS OF FRESH YAMS,13116.30,0.00,GB
,,,12007038149,2/7/2007 04:42PM,1,1800,1800 CTNS OF FRESH YAMS,39348.91,0.00,GB
,,,12007038276,2/7/2007 05:51PM,1,400,FRESH YAMS,10201.57,0.00,IT
,,,12007038633,2/8/2007 10:33AM,1,2000,2000 CTNS OF FRESH YAMS,36434.18,0.00,GB
,,,12007042355,2/12/2007 02:58PM,1,1000,1000CTNS FRESH YAMS,16693.36,0.00,US
,,,12007042960,2/13/2007 10:48AM,1,1600,1600 CTNS OF FRESH YAMS,37998.56,0.00,GB
,,,12007043610,2/13/2007 01:53PM,1,900,1X40'STC 900 CARTONS FRESH YAMS,15211.59,0.00,NL
,,,12007043956,2/13/2007 03:57PM,1,1000,1000 CTNS OF FRESH YAMS,16695.81,0.00,US
,,,12007044092,2/13/2007 04:55PM,1,880,880 CARTONS FRESH YAMS,15923.20,0.00,GB
,,,12007044362,2/14/2007 09:00AM,1,1000,FRESH YAMS1 X 40FT CONTAINERS STC: 1000 CTNS,13181.34,0.00,US
,,,12007044415,2/14/2007 09:30AM,1,1000,1 X 40 CONTR STC 1000 CTNSFRESH YAMS,14475.64,0.00,GB
,,,12007044423,2/14/2007 09:30AM,1,1000,1 X 40 CONTR STC 1000 CTNSFRESH YAMS,14475.64,0.00,GB
,,,12007044699,2/14/2007 11:26AM,1,900,1 X 40FT CONT. STC 900 CTNSFRESH YAMS,15026.23,0.00,US
,,,12007045053,2/14/2007 01:35PM,1,2000,2000 CTNS OF FRESH YAMS,36189.10,0.00,GB
,,,12007046124,2/15/2007 12:20PM,1,480,480 CARTONS FRESH YAMS,8013.99,0.00,GB
,,,12007046180,2/15/2007 12:51PM,1,1030,1 X 40FT CONT. STC 1030 CTNSFRESH YAMS,17196.68,0.00,US
,,,12007046533,2/15/2007 03:07PM,1,960,FRESH YAMS 960 CTNS,13896.61,0.00,US
,,,12007046972,2/16/2007 08:06AM,1,1020,1020 CARTONS FRESH YAMS,17029.73,0.00,GB
,,,12007046973,2/16/2007 08:06AM,1,1080,1080 CARTONS FRESH YAMS,18031.47,0.00,IT
,,,12007047015,2/16/2007 08:50AM,1,1080,1080 CARTONS FRESH YAMS,18031.47,0.00,NL
,,,12007047275,2/16/2007 10:34AM,1,200,200 CARTONS FRESH YAMS,24145.38,0.00,GB
,,,12007047276,2/16/2007 10:34AM,1,2000,2000 CARTONS FRESH YAMS,24145.38,0.00,GB
,,,12007047284,2/16/2007 10:34AM,1,2000,2000 CARTONS FRESH YAMS,32451.39,0.00,NL
,,,12007047286,2/16/2007 10:34AM,1,1000,1000 CARTONS FRESH YAMS,12072.69,0.00,NL
,,,12007047287,2/16/2007 10:34AM,1,2000,2000 CARTONS FRESH YAMS,33803.53,0.00,NL
,,,12007047291,2/16/2007 10:35AM,1,920,920 CARTONS FRESH YAMS,16646.99,0.00,GB
,,,12007047293,2/16/2007 10:35AM,1,1920,1920 CARTONS FRESH YAMS,2317.96,0.00,NL
,,,12007047897,2/16/2007 06:05PM,1,1100,GHANA FRESH YAMS,18365.39,0.00,ZA
,,,12007049014,2/19/2007 10:15AM,1,520,520 CTNS OF FRESH YAMS,8468.25,0.00,GB
,,,12007049092,2/19/2007 10:54AM,1,800,800 CTNS OF FRESH YAMS (20PLTS),14475.64,0.00,GB
,,,12007049248,2/19/2007 12:23PM,1,1040,26 PALLET STC 1040 CTNSFRESH YAMS,17363.64,0.00,GB
,,,12007050074,2/20/2007 10:10AM,1,1000,1 X 40FT CONT. STC 1000CTNSFRESH YAMS,16698.28,0.00,US
,,,12007050246,2/21/2007 11:29AM,1,2400,FRESH YAMS,29277.17,0.00,GB
,,,12007050356,2/20/2007 11:44AM,1,3200,3200 CARTONS FRESH YAMS,53434.48,0.00,NL
,,,12007050948,2/20/2007 02:44PM,1,880,880 CARTONS FRESH YAMS,15946.78,0.00,GB
,,,12007051015,2/20/2007 03:09PM,1,520,520 CTNS OF FRESH YAMS,8563.57,0.00,BE
,,,12007051429,2/20/2007 09:28PM,1,200,FRESH  GHANAYAMS,3339.66,0.00,US
,,,12007051753,2/21/2007 10:18AM,1,1030,1 X 40FT CONT. STC 1030 CTNSFRESH YAMS,17199.22,0.00,US
,,,12007051905,2/21/2007 11:28AM,1,520,520 CTNS OF FRESH YAMS,8563.57,0.00,BE
,,,12007051959,2/21/2007 11:43AM,1,1000,FRESH GHANA YAMS,16698.28,0.00,CA
,,,12007052282,2/21/2007 01:58PM,1,1600,1600 CARTONS FRESH YAMS,26717.24,0.00,NL
,,,12007052393,2/21/2007 02:48PM,1,520,1X20'CONT.STC 520 CARTONS FRESH YAM,13192.34,0.00,IT
,,,12007052560,2/21/2007 04:04PM,1,1800,1800 CTN OF FRESH YAMS,32618.41,0.00,GB
,,,12007053471,2/22/2007 02:04PM,1,4,4 PALLETS S.T.C. 160 CARTONS FRESHYAMS,1873.74,0.00,DE
,,,12007053748,2/22/2007 04:09PM,1,1000,1000 CTNS OF FRESH YAMS,16698.28,0.00,US
,,,12007054206,2/23/2007 11:05AM,1,1000,FRESH YAMS 1000 CTNS,18121.34,0.00,US
,,,12007054491,2/23/2007 12:57PM,1,1800,1800 CTNS OF FRESH YAMS,39142.09,0.00,GB
,,,12007056457,2/26/2007 12:45PM,1,800,800 CARTONS FRESH YAMS,13358.62,0.00,GB
,,,12007057559,2/27/2007 11:43AM,1,1760,1760 CTNS OF FRESH YAMS (44PLTS),32108.52,0.00,GB
,,,12007057665,2/27/2007 12:05PM,1,1000,FRESH YAM (1000 BOXES),8486.31,0.00,NL
,,,12007057805,2/27/2007 12:42PM,1,3000,FRESH YAMS,41764.10,0.00,GB
,,,12007058015,2/27/2007 01:56PM,1,1020,1X40' STC 1020 CTNS FRESH YAMS,17039.75,0.00,GB
,,,12007058151,2/27/2007 03:03PM,1,880,880 CARTONS FRESH YAMS,16054.26,0.00,GB
,,,12007058277,2/27/2007 03:24PM,1,1000,1000 CARTONS FRESH YAMS,18243.48,0.00,GB
,,,12007058394,2/27/2007 03:59PM,1,200,5 PLTS STC 200 CARTONS FRESH YAMS,3424.86,0.00,DE
,,,12007060670,3/8/2007 03:39PM,1,1440,FRESH YAMS  1440 CTNS,13379.56,0.00,GB
,,,12007062652,3/2/2007 05:50PM,1,1600,1600 CTNS OF FRESH YAMS,26729.02,0.00,NL
,,,12007063435,3/5/2007 10:17AM,1,1000,FRESH YAMS(1000 CARTONS),13189.10,0.00,US
,,,12007063499,3/5/2007 10:38AM,1,900,1 X 40FT CONT. STC 900 CTNSFRESH YAMS,15035.07,0.00,US
,,,12007063762,3/5/2007 12:18PM,1,200,200 CTNS OF FRESH YAMS,2465.90,0.00,NL
,,,12007063763,3/5/2007 12:18PM,1,520,520 CTNS OF FRESH YAMS,8537.95,0.00,GB
,,,12007065199,3/8/2007 11:25AM,1,2600,FRESH YAMS,37165.44,0.00,GB
,,,12007065391,3/8/2007 12:39PM,1,2400,2400 CARTONS FRESH YAM,42921.62,0.00,GB
,,,12007065404,3/8/2007 12:39PM,1,350,1X20' STC 350 CARTONS FRESH YAM,7511.28,0.00,DE
,,,12007065406,3/8/2007 12:40PM,1,1920,1920 CARTONS FRESH YAM,48072.22,0.00,NL
,,,12007065840,3/8/2007 04:25PM,1,400,400 CTNS FRESH YAMS,6689.78,0.00,GB
,,,12007065847,3/9/2007 01:16PM,1,2400,2400 CTNS OF FRESH YAMS,40138.68,0.00,NL
,,,12007065871,3/8/2007 03:15PM,1,1080,1080 CTNS OF FRESH YAMS,18062.40,0.00,IT
,,,12007065889,3/8/2007 03:21PM,1,800,800 CTNS OF FRESH YAMS,13379.56,0.00,NL
,,,12007065910,3/8/2007 03:29PM,1,600,600 CTNS OF FRESH YAMS,10034.67,0.00,NL
,,,12007065922,3/8/2007 03:30PM,1,640,640 CTNS OF FRESH YAMS,10703.65,0.00,NL
,,,12007065926,3/8/2007 03:30PM,1,560,560 CTNS OF FRESH YAMS,9365.69,0.00,NL
,,,12007066842,3/9/2007 11:50AM,1,1760,1760 CTNS OF FRESH YAMS (44PLTS),31475.86,0.00,GB
,,,12007067712,3/9/2007 04:45PM,1,1000,FRESH YAMS,16724.45,0.00,US
,,,12007068544,3/12/2007 08:21AM,1,1000,FRESH YAMS,16724.45,0.00,US
,,,12007068605,3/12/2007 09:23AM,1,900,1X40'CONT.STC 900 CTNS FRESH YAMS,12543.34,0.00,US
,,,12007068798,3/12/2007 10:53AM,1,1500,1500 CTNS OF FRESH YAMS,35768.02,0.00,GB
,,,12007069227,3/12/2007 01:37PM,1,1200,1200 CTNS OF FRESH YAMS,17168.65,0.00,GB
,,,12007069297,3/12/2007 02:16PM,1,500,500 CARTONS FRESH YAMS,3763.00,0.00,IE
,,,12007069690,3/13/2007 09:16AM,1,2000,2 X 40 CONTR STC 2000 CTNSOF FRESH YAMS,16726.09,0.00,US
,,,12007070316,3/13/2007 12:28PM,1,854,854 CTNS OF FRESH YAMS,12855.86,0.00,US
,,,12007070552,3/13/2007 01:53PM,1,2000,2000 CTNS OF FRESH YAMS,31261.00,0.00,GB
,,,12007071399,3/14/2007 08:59AM,1,2160,2X40'CONTRS.STC 2160 CARTONSFRESH YAMS,36128.35,0.00,NL
,,,12007071439,3/14/2007 09:24AM,1,1080,1X40'CONTR.STC 1080 CARTONSFRESH YAMS,18064.17,0.00,NL
,,,12007071991,3/14/2007 01:15PM,1,1000,1000 CARTONS FRESH YAMS,16726.09,0.00,US
,,,12007072895,3/15/2007 09:34AM,1,480,480 CTNS OF FRESH YAMS,7378.18,0.00,DE
,,,12007072946,3/15/2007 09:47AM,1,900,1X40' STC 900 CTNS FRESH YAM,15371.21,0.00,IT
,,,12007072953,3/19/2007 04:35PM,1,900,1X40 CONT STC 900 CTNS FRESH YAM,11708.26,0.00,NL
,,,12007072955,3/15/2007 09:47AM,1,880,880 CARTONS FRESH YAM,15846.59,0.00,GB
,,,12007073323,3/15/2007 11:52AM,1,2000,2000 CARTONS FRESH YAM,36014.98,0.00,GB
,,,12007073833,3/16/2007 04:25PM,1,114,5PALLETS S.T.C114BOXES YAM,139.38,0.00,DE
,,,12007074928,3/16/2007 11:43AM,1,900,1 X 40FT CONT. STC 900 CTNSFRESH YAMS,15053.48,0.00,US
,,,12007075505,3/16/2007 03:28PM,1,600,600 CARTONS FRESH YAM,10804.49,0.00,GB
,,,12007076882,3/19/2007 11:19AM,1,200,200 CTNS. OF FRESH YAMS.(5 PALLETS),4321.80,0.00,GB
,,,12007076883,3/19/2007 11:19AM,1,500,500 CTNS. OF FRESH YAMS.(13 PALLETS),10804.49,0.00,GB
,,,12007077282,3/19/2007 02:09PM,1,480,480 CARTONS FRESH YAM(25 KGSCTN),7378.18,0.00,NL
,,,12007079760,3/21/2007 10:33AM,1,1800,1800 CTNS OF FRESH YAMS,36081.88,0.00,GB
,,,12007081317,3/22/2007 10:31AM,1,560,560 CTNS OF FRESH YAMS,10102.93,0.00,GB
,,,12007083550,3/23/2007 02:24PM,1,400,400 CTNS OF FRESH YAMS,6021.39,0.00,GB
,,,12007086597,3/27/2007 02:04PM,1,900,1 X 40FT CONT. STC 900 CTNSFRESH YAMS,15068.95,0.00,US
,,,12007088053,3/28/2007 12:57PM,1,1000,FRESH YAMS 1000 CTNS,16743.28,0.00,US
,,,12007088150,3/28/2007 01:27PM,1,1000,FRESH YAMS,16743.28,0.00,CA
,,,12007088419,3/29/2007 03:24PM,1,800,800 CTNS OF FRESH YAMS,12055.16,0.00,GB
,,,12007089589,3/29/2007 11:52AM,1,1000,1000 CTNS OF FRESH YAMS,16413.44,0.00,GB
,,,12007090084,3/29/2007 02:50PM,1,900,1X40' STC 900 CTNS FRESH YAM,15556.70,0.00,NL
,,,12007090086,3/29/2007 02:50PM,1,880,880 CARTONS FRESH YAM,16048.69,0.00,GB
,,,12007090151,3/29/2007 03:16PM,1,2880,2880 CTNS OF FRESH YAMS,52522.99,0.00,GB
,,,12007090152,3/29/2007 03:16PM,1,1760,1760 CTNS OF FRESH YAMS,32097.38,0.00,GB
,,,12007090205,3/29/2007 03:35PM,1,1030,1 X 40FT CONT. STC 1030CTNSFRESH YAMS,17245.57,0.00,US
,,,12007090206,3/29/2007 03:35PM,1,1000,1 X 40FT CONT. STC 1000CTNSFRESH YAMS,16743.28,0.00,US
,,,12007090504,3/29/2007 06:00PM,1,960,960 CARTONS FRESH YAM,16593.82,0.00,NL
,,,12007090506,3/29/2007 06:00PM,1,1920,1920 CARTONS FRESH YAM,49021.46,0.00,NL
,,,12007090509,3/29/2007 06:00PM,1,960,960 CARTONS FRESH YAM,18237.15,0.00,GB
,,,12007090702,3/30/2007 09:29AM,1,1000,"GHANA FRESH YAM - 1,000 CARTONS",18237.15,0.00,US
,,,12007091222,3/30/2007 01:15PM,1,1000,FRESH YAMS,16743.28,0.00,US
,,,12007091243,3/30/2007 01:24PM,1,900,2 X 20FT CONT. STC 900 CTNSFRESH YAMS,15068.95,0.00,US
,,,12007091244,3/30/2007 01:24PM,1,1000,1000 CTNS FRESH YAMS,9790.85,0.00,NL
,,,12007092603,4/2/2007 08:53AM,1,5560,139 PLTS STC 5560 CTNS FRESH YAMS,101398.55,0.00,GB
,,,12007092862,4/3/2007 05:29PM,1,200,200 CTNS OF FRESH YAMS (5 PALLETS),2233.31,0.00,GB
,,,12007093225,4/2/2007 01:49PM,1,600,15 PLTS STC 600 CTNS FRESH YAMS,9301.82,0.00,NL
,,,12007094770,4/3/2007 02:48PM,1,640,640  CTNS FRESH  YAM,12365.08,0.00,GB
,,,12007094796,4/3/2007 02:58PM,1,2400,FRESH YAMS1800 BOXES OF PONA YAM  &,33499.62,0.00,GB
,,,12007094839,4/3/2007 03:09PM,1,1000,"FRESH YAMS(1,000 CARTONS)",13223.98,0.00,US
,,,12007095662,4/4/2007 10:33AM,1,900,2 X 20FT CONT. STC 900 CTNSFRESH YAMS,15074.83,0.00,GB
,,,12007095831,4/4/2007 11:26AM,1,2000,2000 CTNS OF FRESH YAMS,36704.42,0.00,GB
,,,12007096333,4/4/2007 02:18PM,1,560,FESH YAMS 560 CARTONS,9379.89,0.00,GB
,,,12007098849,4/10/2007 10:42AM,1,900,1 X 40FT CONT. STC 900 CTNSFRESH YAMS,15074.83,0.00,US
,,,12007100415,4/11/2007 08:59AM,1,1920,48 PLTS STC 1920 CARTONSFRESH YAMS,32159.64,0.00,NL
,,,12007100643,4/11/2007 10:55AM,1,880,880 CARTONS FRESH YAM,16116.37,0.00,GB
,,,12007100684,4/11/2007 11:12AM,1,1800,45 PLTS STC 1800 CARTONFRESH YAMS,31444.74,0.00,NL
,,,12007101186,4/11/2007 02:01PM,1,1000,1000 CTNS OF FRESH YAMS IN CNTS,18314.06,0.00,US
,,,12007101607,4/11/2007 04:25PM,1,400,400 CTNS FRESH YAMS,6699.92,0.00,GB
,,,12007102106,4/19/2007 11:45AM,1,800,CTNS OF FRESH YAMS,12059.86,0.00,GB
,,,12007102377,4/12/2007 12:00PM,1,450,1 X 20FT CONT. STC 450 CTNSFRESH YAMS,7537.41,0.00,GB
,,,12007103612,4/13/2007 10:47AM,1,1000,GHANA FRESH YAMS,18314.06,0.00,US
,,,12007103877,4/13/2007 11:54AM,1,2000,2000 CTNS OF FRESH YAMS,36628.12,0.00,GB
,,,12007103884,4/13/2007 11:54AM,1,1800,1800 CTNS OF FRESH YAMS,32965.31,0.00,GB
,,,12007111364,4/20/2007 09:44AM,1,1000,FESH YAMS 1000 CARTONS,16749.81,0.00,US
,,,12007113585,4/23/2007 12:54PM,1,1200,1200 CTNS OF FRESH YAMS,21960.86,0.00,NL
,,,12007113931,4/23/2007 02:55PM,1,500,500 CTNS OF FRESH YAMS,4652.73,0.00,CA
,,,12007114785,4/24/2007 01:41PM,1,1000,FRESH YAMS,16749.81,0.00,US
,,,12007114840,4/24/2007 02:02PM,1,1030,1 X 40FT CONT. STC 1030 CTNSFRESH YAMS,17252.30,0.00,US
,,,12007115476,4/25/2007 11:09AM,1,1030,1 X 40FT CONT. STC 1030 CTNSFRESH YAMS,17254.84,0.00,US
,,,12007115493,4/25/2007 11:10AM,1,1000,1000 CTN OF FRESH YAMS,16752.28,0.00,US
,,,12007115735,4/25/2007 12:41PM,1,1040,26 PALLET STC 1040CTNS FRESH YAMS,17422.37,0.00,GB
,,,12007116044,4/25/2007 01:52PM,1,1000,FRESH YAMS,16752.28,0.00,US
,,,12007116568,4/26/2007 04:37PM,1,450,FRESH YAMS,5211.82,0.00,IT
,,,12007117545,4/26/2007 01:07PM,1,1600,FRESH YAMS,19544.32,0.00,US
,,,12007118991,4/27/2007 12:15PM,1,1520,1520 CTNS OF FRESH YAMS,28360.63,0.00,GB
,,,12007119224,4/27/2007 01:50PM,1,320,320CTNS OF FRESH YAMS,5970.66,0.00,GB
,,,12007120354,4/30/2007 08:17AM,1,400,400 CTNS OF FRESH YAMS,7113.25,0.00,IT
,,,12007120595,4/30/2007 11:00AM,1,900,1X40' STC 900 CARTONS FRESH YAM,16004.81,0.00,NL
,,,12007120613,4/30/2007 11:23AM,1,900,1X40' STC 900 CARTONS FRESH YAM,16004.81,0.00,NL
,,,12007121072,4/30/2007 02:55PM,1,1600,FRESH YAMS,19544.32,0.00,GB
,,,12007122590,5/2/2007 03:49PM,1,1000,FRESH YAMS,16753.09,0.00,US
